,rtn,pure_rtn,zz500_rtn,in_date,out_date,pub_date
600189.SHA,-2.2389,-1.3298999999999999,-0.91,2019-01-21,2019-01-22,2019-01-18
002442.SZA,-1.779,-1.3299999999999998,-0.45,2018-10-24,2018-10-25,2018-10-23
000631.SZA,-2.0095,-1.3405,-0.6699999999999999,2018-04-17,2018-04-18,2018-04-14
300393.SZA,-1.7917,-1.3427,-0.44999999999999996,2019-03-27,2019-03-28,2019-03-26
000750.SZA,-1.9624,-1.3434,-0.62,2019-10-16,2019-10-17,2019-10-15
600894.SHA,-1.056,-1.347,0.29000000000000004,2019-10-31,2019-11-01,2019-10-30
000639.SZA,-0.9865000000000002,-1.3475000000000001,0.36,2018-12-21,2018-12-24,2018-12-20
300048.SZA,-1.967,-1.3479999999999999,-0.62,2019-10-16,2019-10-17,2019-10-15
300058.SZA,-1.8973,-1.3482999999999998,-0.55,2019-07-09,2019-07-10,2019-07-08
600559.SHA,4.001799999999999,-1.3492000000000002,5.35,2019-02-01,2019-02-11,2019-01-31
300088.SZA,1.5507,-1.3502999999999998,2.9,2018-09-18,2018-09-19,2018-09-17
002204.SZA,0.008299999999999974,-1.3527,1.36,2019-04-02,2019-04-03,2019-03-30
603089.SHA,-0.6619999999999999,-1.3529999999999998,0.6900000000000001,2019-01-23,2019-01-24,2019-01-22
300037.SZA,-3.1728,-1.3538,-1.82,2019-10-15,2019-10-16,2019-10-14
000856.SZA,-0.9133,-1.3542999999999998,0.43999999999999995,2018-07-13,2018-07-16,2018-07-12
000877.SZA,-1.5049,-1.3558999999999997,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
688369.SHA,2.7428,-1.3581999999999996,4.1,2019-10-10,2019-10-11,2019-10-09
002349.SZA,-0.8180000000000001,-1.359,0.54,2018-03-01,2018-03-02,2018-02-28
002117.SZA,0.4918,-1.3592,1.85,2018-08-20,2018-08-21,2018-08-17
002318.SZA,-2.2612,-1.3622,-0.9,2018-04-02,2018-04-03,2018-03-30
002270.SZA,-4.4218,-1.3628,-3.06,2019-07-05,2019-07-08,2019-07-04
002199.SZA,-1.0733000000000001,-1.3643,0.29000000000000004,2019-10-28,2019-10-29,2019-10-25
002088.SZA,-1.2536,-1.3645999999999998,0.10999999999999988,2018-08-21,2018-08-22,2018-08-18
002578.SZA,1.8415,-1.3695,3.21,2019-09-02,2019-09-03,2019-08-30
000949.SZA,-3.6025,-1.3735,-2.23,2019-01-29,2019-01-30,2019-01-26
600019.SHA,-2.7045000000000003,-1.3755000000000002,-1.33,2019-01-22,2019-01-23,2019-01-19
300442.SZA,-1.2973,-1.3782999999999999,0.08000000000000002,2019-07-16,2019-07-17,2019-07-15
300631.SZA,-3.2098000000000004,-1.3808000000000002,-1.83,2019-01-30,2019-01-31,2019-01-29
000065.SZA,-2.1220999999999997,-1.3830999999999996,-0.74,2018-07-17,2018-07-18,2018-07-14
831392.SHA,-2.8851999999999998,-1.3961999999999994,-1.4900000000000002,2019-09-27,2019-09-30,2019-09-26
300627.SZA,-1.5972,-1.3981999999999999,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
600499.SHA,0.022500000000000187,-1.3984999999999996,1.42,2019-11-01,2019-11-04,2019-10-31
600724.SHA,-1.1453,-1.4062999999999999,0.26,2019-01-17,2019-01-18,2019-01-16
002474.SZA,-1.6782,-1.4091999999999998,-0.27,2018-10-25,2018-10-26,2018-10-24
603053.SHA,1.1991,-1.4119000000000002,2.6100000000000003,2019-11-26,2019-11-27,2019-11-25
300357.SZA,-1.3401999999999998,-1.4211999999999998,0.08000000000000002,2019-07-16,2019-07-17,2019-07-15
600812.SHA,-2.9105,-1.4214999999999998,-1.49,2019-01-28,2019-01-29,2019-01-25
002634.SZA,-1.1305,-1.4215,0.29000000000000004,2019-10-28,2019-10-29,2019-10-25
002425.SZA,0.923,-1.428,2.35,2018-03-29,2018-03-30,2018-03-28
002828.SZA,-1.8777,-1.4286999999999999,-0.45,2018-10-24,2018-10-25,2018-10-23
002863.SZA,-1.3689,-1.4299,0.06,2019-01-24,2019-01-25,2019-01-23
603877.SHA,3.9035,-1.4474999999999993,5.35,2019-02-01,2019-02-11,2019-01-31
300157.SZA,-0.43970000000000004,-1.4506999999999999,1.01,2018-04-10,2018-04-11,2018-04-09
200706.SZA,-0.5742,-1.4552,0.8800000000000001,2018-10-15,2018-10-16,2018-10-12
000950.SZA,-2.0759,-1.4568999999999996,-0.62,2019-10-16,2019-10-17,2019-10-15
300021.SZA,-1.3766,-1.4576,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
002251.SZA,-0.5373,-1.4583,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
002417.SZA,-3.2794,-1.4603999999999997,-1.82,2019-10-15,2019-10-16,2019-10-14
002672.SZA,-1.1441,-1.4650999999999998,0.32000000000000006,2018-08-23,2018-08-24,2018-08-22
300413.SZA,-3.8017000000000003,-1.4727000000000001,-2.33,2019-04-11,2019-04-12,2019-04-10
000637.SZA,-2.0918,-1.4727999999999999,-0.62,2019-10-16,2019-10-17,2019-10-15
300273.SZA,-3.7075,-1.4785,-2.23,2019-04-10,2019-04-11,2019-04-09
300772.SZA,-2.1037,-1.4846999999999997,-0.62,2019-10-16,2019-10-17,2019-10-15
300478.SZA,-2.2035,-1.4944999999999997,-0.7100000000000002,2018-06-21,2018-06-22,2018-06-20
688036.SHA,-0.9488,-1.4998,0.55,2019-07-15,2019-07-16,2019-07-12
300108.SZA,-3.3337,-1.5046999999999997,-1.83,2019-01-30,2019-01-31,2019-01-29
000952.SZA,-1.6585,-1.5095,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
300678.SZA,-2.8925,-1.5135,-1.38,2018-07-10,2018-07-11,2018-07-09
000037.SZA,-9.153,-1.5140000000000007,-7.64,2018-10-11,2018-10-12,2018-10-10
603127.SHA,-3.0606,-1.5215999999999998,-1.54,2018-07-31,2018-08-01,2018-07-28
002882.SZA,-1.7909,-1.5218999999999998,-0.27,2018-10-25,2018-10-26,2018-10-24
601319.SHA,-3.4309000000000003,-1.5219,-1.9100000000000001,2019-08-01,2019-08-02,2019-07-31
300234.SZA,-0.6461000000000001,-1.5271000000000001,0.8800000000000001,2019-10-21,2019-10-22,2019-10-18
002724.SZA,-4.5173000000000005,-1.5283000000000007,-2.9899999999999998,2018-08-15,2018-08-16,2018-08-14
000420.SZA,-1.3289,-1.5298999999999998,0.2,2019-04-04,2019-04-08,2019-04-03
002725.SZA,-0.16949999999999998,-1.5305,1.36,2019-04-02,2019-04-03,2019-03-30
000892.SZA,-2.2713,-1.5323,-0.74,2018-07-17,2018-07-18,2018-07-14
000777.SZA,1.1379000000000001,-1.5330999999999997,2.67,2019-04-16,2019-04-17,2019-04-13
300307.SZA,-0.5321999999999999,-1.5431999999999997,1.01,2018-04-10,2018-04-11,2018-04-09
002668.SZA,0.7843999999999999,-1.5466000000000002,2.33,2018-04-24,2018-04-25,2018-04-23
300229.SZA,-2.4512,-1.5522,-0.9,2018-04-02,2018-04-03,2018-03-30
000717.SZA,0.4381999999999999,-1.5527999999999997,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002745.SZA,-3.2064,-1.5573999999999997,-1.6500000000000001,2018-04-26,2018-04-27,2018-04-25
300776.SZA,-1.4264999999999999,-1.5574999999999997,0.1299999999999999,2019-10-14,2019-10-15,2019-10-11
300506.SZA,-0.7984,-1.5593999999999997,0.7599999999999999,2019-01-14,2019-01-15,2019-01-11
000791.SZA,-2.8901,-1.5610999999999997,-1.33,2019-01-22,2019-01-23,2019-01-19
000056.SZA,-2.2319999999999998,-1.5629999999999997,-0.6699999999999999,2018-04-17,2018-04-18,2018-04-14
833994.SHA,-2.2319999999999998,-1.5629999999999997,-0.6699999999999999,2019-03-01,2019-03-04,2019-02-28
002245.SZA,0.8454,-1.5655999999999999,2.41,2018-02-14,2018-02-22,2018-02-13
000301.SZA,-2.1858,-1.5667999999999997,-0.62,2019-10-16,2019-10-17,2019-10-15
600586.SHA,-0.8111999999999999,-1.5721999999999998,0.76,2018-07-11,2018-07-12,2018-07-10
600698.SHA,-1.3019,-1.5929,0.29000000000000004,2019-10-28,2019-10-29,2019-10-25
200018.SZA,-3.3097,-1.6006999999999998,-1.71,2018-04-17,2018-04-18,2018-04-16
002279.SZA,-3.3097,-1.6006999999999998,-1.71,2018-04-03,2018-04-04,2018-03-31
300746.SZA,0.3887999999999998,-1.6021999999999998,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
300403.SZA,-0.1563000000000001,-1.6073000000000002,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
603678.SHA,-2.3165999999999998,-1.6075999999999995,-0.7100000000000002,2018-06-21,2018-06-22,2018-06-20
002297.SZA,-2.1772,-1.6081999999999999,-0.5700000000000001,2018-08-22,2018-08-23,2018-08-21
601117.SHA,0.37439999999999996,-1.6165999999999996,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
601012.SHA,-3.1391,-1.6200999999999999,-1.52,2019-10-17,2019-10-18,2019-10-16
600222.SHA,-4.3229,-1.6238999999999995,-2.7,2019-10-29,2019-10-30,2019-10-26
002455.SZA,-0.7843,-1.6252999999999997,0.84,2018-05-02,2018-05-03,2018-04-27
002526.SZA,0.032200000000000006,-1.6288,1.6600000000000001,2019-07-12,2019-07-15,2019-07-11
300336.SZA,-2.3712999999999997,-1.6322999999999996,-0.74,2018-07-17,2018-07-18,2018-07-14
600246.SHA,-7.8242,-1.6352000000000007,-6.1899999999999995,2019-05-06,2019-05-07,2019-04-30
300359.SZA,-3.7962,-1.6371999999999995,-2.16,2018-08-29,2018-08-30,2018-08-28
000537.SZA,-0.8767999999999998,-1.6377999999999997,0.76,2018-07-11,2018-07-12,2018-07-10
300346.SZA,5.462899999999999,-1.6381000000000001,7.1,2019-03-29,2019-04-01,2019-03-28
002044.SZA,-4.218299999999999,-1.639299999999999,-2.58,2018-08-30,2018-08-31,2018-08-29
002414.SZA,0.3497999999999999,-1.6411999999999998,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002357.SZA,-2.4916,-1.6425999999999998,-0.85,2019-08-29,2019-08-30,2019-08-28
002768.SZA,-1.5324,-1.6433999999999997,0.10999999999999988,2018-08-21,2018-08-22,2018-08-20
300190.SZA,-0.2914,-1.6524,1.36,2019-04-02,2019-04-03,2019-03-30
601628.SHA,0.6738,-1.6572,2.33,2018-04-24,2018-04-25,2018-04-21
002012.SZA,-0.6284000000000001,-1.6594,1.03,2019-08-14,2019-08-15,2019-08-13
002111.SZA,0.3285999999999998,-1.6624000000000003,1.9900000000000002,2018-08-24,2018-08-27,2018-08-23
000778.SZA,-2.3021000000000003,-1.6631,-0.64,2018-04-13,2018-04-16,2018-04-12
002350.SZA,-3.3645,-1.6655,-1.7,2018-10-26,2018-10-29,2018-10-25
300638.SZA,-0.6568000000000005,-1.6678000000000004,1.01,2018-04-10,2018-04-11,2018-04-09
430169.SZA,-5.8792,-1.6702,-4.21,2019-04-29,2019-04-30,2019-04-26
300434.SZA,-5.8792,-1.6702,-4.21,2018-10-15,2018-10-16,2018-10-12
600307.SHA,-0.9924999999999999,-1.6835,0.6900000000000001,2019-01-23,2019-01-24,2019-01-22
300187.SZA,-1.6078000000000001,-1.6888,0.08000000000000002,2019-07-16,2019-07-17,2019-07-15
300082.SZA,-1.431,-1.692,0.26,2019-01-17,2019-01-18,2019-01-16
900937.SHA,0.9789000000000001,-1.6920999999999997,2.67,2019-07-31,2019-08-01,2019-07-30
000155.SZA,0.9789000000000001,-1.6920999999999997,2.67,2019-04-16,2019-04-17,2019-04-13
300712.SZA,-0.2435,-1.6945000000000001,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
603518.SHA,-3.2537000000000003,-1.7046999999999999,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-13
002180.SZA,-0.1531,-1.7141,1.56,2018-09-03,2018-09-04,2018-08-31
002466.SZA,-3.3738,-1.7247999999999999,-1.6500000000000001,2018-04-26,2018-04-27,2018-04-25
002008.SZA,-2.2978,-1.7288,-0.5700000000000001,2018-08-22,2018-08-23,2018-08-21
300376.SZA,-2.1621,-1.7330999999999999,-0.43000000000000005,2018-03-16,2018-03-19,2018-03-15
300424.SZA,-5.9491,-1.7400999999999995,-4.21,2018-10-15,2018-10-16,2018-10-12
300531.SZA,-1.9697,-1.7407,-0.22999999999999987,2019-06-27,2019-06-28,2019-06-26
002374.SZA,-0.34009999999999996,-1.7610999999999999,1.42,2019-11-01,2019-11-04,2019-10-31
300812.SZA,-1.6806999999999999,-1.7616999999999998,0.08000000000000002,2019-12-24,2019-12-25,2019-12-23
300260.SZA,-3.9212000000000002,-1.7622,-2.16,2018-08-29,2018-08-30,2018-08-28
600655.SHA,-1.7929,-1.7638999999999998,-0.030000000000000027,2019-04-17,2019-04-18,2019-04-16
831698.SHA,-3.5749999999999997,-1.7659999999999996,-1.81,2018-07-23,2018-07-24,2018-07-20
603309.SHA,-3.5749999999999997,-1.7659999999999996,-1.81,2019-10-30,2019-10-31,2019-10-29
603399.SHA,0.3904000000000001,-1.7706,2.16,2018-06-28,2018-06-29,2018-06-27
000798.SZA,-2.4240999999999997,-1.7850999999999995,-0.64,2018-04-13,2018-04-16,2018-04-12
000906.SZA,-4.4866,-1.7875999999999999,-2.7,2019-10-29,2019-10-30,2019-10-26
002115.SZA,2.0606999999999998,-1.7903000000000002,3.85,2018-11-01,2018-11-02,2018-10-31
300030.SZA,-0.34190000000000004,-1.7929000000000002,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
300285.SZA,-2.7611,-1.8020999999999998,-0.9600000000000001,2018-12-27,2018-12-28,2018-12-26
831235.SHA,-1.9528,-1.8037999999999998,-0.15000000000000002,2019-03-04,2019-03-05,2019-03-01
300004.SZA,-3.6274,-1.8084,-1.82,2019-10-15,2019-10-16,2019-10-14
601118.SHA,3.5404999999999998,-1.8104999999999998,5.35,2019-02-01,2019-02-11,2019-01-31
002586.SZA,0.4215,-1.8195000000000001,2.24,2018-10-31,2018-11-01,2018-10-30
000967.SZA,3.5217,-1.8292999999999995,5.35,2019-02-01,2019-02-11,2019-01-31
002288.SZA,1.2142,-1.8367999999999998,3.05,2018-08-09,2018-08-10,2018-08-08
000544.SZA,-1.1459000000000001,-1.8369,0.6900000000000001,2019-01-23,2019-01-24,2019-01-22
002041.SZA,-2.4592,-1.8401999999999998,-0.62,2019-10-16,2019-10-17,2019-10-15
002450.SZA,0.0,-1.851,1.85,2018-08-20,2018-08-21,2018-08-17
603027.SHA,-1.7329000000000003,-1.8539000000000003,0.12,2018-04-27,2018-05-02,2018-04-26
300103.SZA,-2.476,-1.8569999999999998,-0.62,2019-10-16,2019-10-17,2019-10-15
300374.SZA,-2.0592,-1.8602,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
002201.SZA,-0.9479,-1.8688999999999998,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
603638.SHA,-3.6985,-1.8695,-1.83,2019-01-30,2019-01-31,2019-01-29
300255.SZA,-2.4906,-1.8716,-0.62,2019-10-16,2019-10-17,2019-10-15
000078.SZA,-2.5115,-1.8724999999999996,-0.64,2018-04-13,2018-04-16,2018-04-12
600399.SHA,-4.1161,-1.8871000000000002,-2.23,2019-01-29,2019-01-30,2019-01-26
002790.SZA,-1.8363999999999998,-1.8973999999999998,0.06,2019-04-09,2019-04-10,2019-04-08
300065.SZA,-3.7173,-1.8982999999999997,-1.82,2019-10-15,2019-10-16,2019-10-14
300568.SZA,-2.5919999999999996,-1.9029999999999996,-0.6900000000000001,2018-12-17,2018-12-18,2018-12-14
002164.SZA,-1.7444,-1.9053999999999998,0.15999999999999998,2019-08-20,2019-08-21,2019-08-17
000919.SZA,-0.2497,-1.9107,1.6600000000000001,2019-07-12,2019-07-15,2019-07-11
002811.SZA,-0.06480000000000008,-1.9158,1.85,2018-08-20,2018-08-21,2018-08-17
002189.SZA,-1.1656,-1.9265999999999999,0.76,2018-07-11,2018-07-12,2018-07-10
603366.SHA,-1.8176999999999999,-1.9286999999999999,0.11,2019-07-26,2019-07-29,2019-07-25
600425.SHA,-2.9996,-1.9305999999999999,-1.07,2019-07-31,2019-08-01,2019-07-30
002133.SZA,0.28970000000000007,-1.9513,2.24,2018-10-31,2018-11-01,2018-10-30
834203.SHA,-2.9456,-1.9666000000000001,-0.98,2019-04-01,2019-04-02,2019-03-29
603367.SHA,-2.9456,-1.9666000000000001,-0.98,2018-04-12,2018-04-13,2018-04-11
002401.SZA,-1.8637000000000001,-1.9747,0.10999999999999988,2018-08-21,2018-08-22,2018-08-18
002630.SZA,0.0,-1.991,1.9900000000000002,2018-08-24,2018-08-27,2018-08-23
002079.SZA,-2.6101,-1.9910999999999999,-0.62,2019-10-16,2019-10-17,2019-10-15
002885.SZA,-2.4475000000000002,-1.9985000000000002,-0.45,2018-10-24,2018-10-25,2018-10-23
600248.SHA,-2.724,-2.0050000000000003,-0.72,2019-01-25,2019-01-28,2019-01-24
002176.SZA,0.32530000000000014,-2.0056999999999996,2.33,2018-04-24,2018-04-25,2018-04-21
833066.SHA,-4.1688,-2.0098,-2.16,2019-03-20,2019-03-21,2019-03-19
300463.SZA,-0.5588000000000002,-2.0098000000000003,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
000739.SZA,-3.2806999999999995,-2.0116999999999994,-1.27,2019-09-30,2019-10-08,2019-09-27
002402.SZA,-3.1408,-2.0118,-1.13,2018-08-17,2018-08-20,2018-08-16
002299.SZA,-2.7824,-2.0234,-0.76,2019-07-10,2019-07-11,2019-07-09
601916.SHA,-8.7342,-2.0251999999999994,-6.71,2019-10-16,2019-10-17,2019-10-15
002184.SZA,-8.7342,-2.0251999999999994,-6.71,2019-04-30,2019-05-06,2019-04-27
300690.SZA,-6.631,-2.0320000000000005,-4.6,2019-03-13,2019-03-14,2019-03-12
300121.SZA,-1.3422,-2.0332,0.6900000000000001,2019-01-23,2019-01-24,2019-01-22
300107.SZA,1.284,-2.0369999999999995,3.32,2018-07-12,2018-07-13,2018-07-11
002306.SZA,-2.7594000000000003,-2.0404000000000004,-0.72,2019-01-25,2019-01-28,2019-01-24
002867.SZA,-4.2195,-2.0604999999999998,-2.16,2018-08-29,2018-08-30,2018-08-28
000692.SZA,3.2822,-2.0687999999999995,5.35,2019-02-01,2019-02-11,2019-01-31
002470.SZA,-0.08689999999999998,-2.0779,1.9900000000000002,2018-08-24,2018-08-27,2018-08-23
002162.SZA,-5.1396,-2.0805999999999996,-3.06,2019-07-05,2019-07-08,2019-07-04
834496.SHA,-0.6333,-2.0843000000000003,1.4500000000000002,2019-03-26,2019-03-27,2019-03-25
000975.SZA,-0.6333,-2.0843000000000003,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
601218.SHA,-4.786,-2.0869999999999993,-2.7,2019-10-29,2019-10-30,2019-10-28
002089.SZA,-0.5268999999999999,-2.0879,1.56,2018-09-03,2018-09-04,2018-08-31
300483.SZA,-5.6369,-2.0879,-3.55,2019-04-26,2019-04-29,2019-04-25
300534.SZA,-1.8336,-2.0946,0.26,2019-03-19,2019-03-20,2019-03-16
002849.SZA,-1.0997,-2.1007,1.0,2018-08-10,2018-08-13,2018-08-09
835401.SHA,-1.0997,-2.1007,1.0,2019-02-28,2019-03-01,2019-02-27
000923.SZA,-0.4434,-2.1044,1.6600000000000001,2019-07-12,2019-07-15,2019-07-11
600741.SHA,0.39449999999999985,-2.1065,2.5,2018-08-27,2018-08-28,2018-08-24
430632.SZA,-2.8475,-2.1085,-0.74,2019-06-10,2019-06-11,2019-06-06
600136.SHA,-4.0742,-2.1152,-1.96,2018-10-17,2018-10-18,2018-10-16
000757.SZA,3.2325,-2.1184999999999996,5.35,2019-02-01,2019-02-11,2019-01-31
300458.SZA,-6.1977,-2.1187,-4.08,2019-03-25,2019-03-26,2019-03-22
000046.SZA,0.5425,-2.1285,2.67,2019-04-16,2019-04-17,2019-04-15
002258.SZA,-2.8113000000000006,-2.1323000000000003,-0.6799999999999999,2018-10-29,2018-10-30,2018-10-26
002465.SZA,-0.7118,-2.1328,1.42,2019-11-01,2019-11-04,2019-10-31
002755.SZA,-1.4548,-2.1458,0.6900000000000001,2019-01-23,2019-01-24,2019-01-22
002214.SZA,-4.5902,-2.1612000000000005,-2.4299999999999997,2018-08-14,2018-08-15,2018-08-11
002713.SZA,1.156,-2.1649999999999996,3.32,2018-07-12,2018-07-13,2018-07-11
300226.SZA,-3.6613999999999995,-2.172399999999999,-1.49,2019-01-28,2019-01-29,2019-01-25
000524.SZA,-0.7215,-2.1725,1.4500000000000002,2019-07-15,2019-07-16,2019-07-12
000657.SZA,-2.3722,-2.1732,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
600710.SHA,-2.9057,-2.1866999999999996,-0.72,2019-01-25,2019-01-28,2019-01-24
002362.SZA,0.1412,-2.1898,2.33,2018-04-24,2018-04-25,2018-04-23
600803.SHA,3.1595,-2.1914999999999996,5.35,2019-02-01,2019-02-11,2019-01-31
000980.SZA,-2.8615,-2.1925,-0.6699999999999999,2018-04-17,2018-04-18,2018-04-14
002343.SZA,-2.5646999999999998,-2.1956999999999995,-0.37,2018-08-28,2018-08-29,2018-08-27
002836.SZA,-0.2753,-2.1963,1.92,2019-03-21,2019-03-22,2019-03-20
002475.SZA,1.9032,-2.1977999999999995,4.1,2019-04-01,2019-04-02,2019-03-29
300091.SZA,-1.1926,-2.2036000000000002,1.01,2018-04-10,2018-04-11,2018-04-09
600986.SHA,-2.2139,-2.2249,0.009999999999999898,2018-06-25,2018-06-26,2018-06-22
300439.SZA,-2.9649,-2.2258999999999998,-0.74,2018-07-17,2018-07-18,2018-07-14
300476.SZA,-2.3757,-2.2267,-0.15000000000000002,2018-07-16,2018-07-17,2018-07-13
002408.SZA,-0.9085000000000001,-2.2295000000000003,1.32,2018-04-23,2018-04-24,2018-04-20
603729.SHA,-4.0606,-2.2316,-1.83,2018-04-25,2018-04-26,2018-04-24
002230.SZA,-2.5033,-2.2342999999999997,-0.27,2018-10-25,2018-10-26,2018-10-24
000789.SZA,-2.4379999999999997,-2.2389999999999994,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
002423.SZA,-2.8747000000000003,-2.2557,-0.62,2019-10-16,2019-10-17,2019-10-15
000426.SZA,-1.3483,-2.2693,0.9199999999999999,2018-05-03,2018-05-04,2018-04-28
300779.SZA,-5.4677999999999995,-2.2787999999999995,-3.19,2019-07-08,2019-07-09,2019-07-05
000596.SZA,-0.2947,-2.2857,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
600206.SHA,-4.5174,-2.2884,-2.23,2019-01-29,2019-01-30,2019-01-26
000767.SZA,-0.3126000000000002,-2.3036,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002203.SZA,5.3944,-2.306599999999999,7.699999999999999,2018-10-19,2018-10-22,2018-10-18
688008.SHA,5.3944,-2.306599999999999,7.699999999999999,2019-07-01,2019-07-02,2019-06-28
002676.SZA,-0.32450000000000045,-2.3155,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
002740.SZA,-2.2401,-2.3211,0.08000000000000002,2019-07-16,2019-07-17,2019-07-13
300636.SZA,0.8405999999999998,-2.3404000000000003,3.18,2019-08-19,2019-08-20,2019-08-16
000630.SZA,3.0077,-2.3432999999999997,5.35,2019-02-01,2019-02-11,2019-01-31
300170.SZA,-4.5732,-2.3442,-2.23,2019-04-10,2019-04-11,2019-04-09
002249.SZA,-2.0535,-2.3445,0.29000000000000004,2019-10-31,2019-11-01,2019-10-30
002355.SZA,-2.2275,-2.3485,0.12,2018-04-27,2018-05-02,2018-04-26
002256.SZA,0.0,-2.351,2.35,2018-03-29,2018-03-30,2018-03-28
002822.SZA,-2.9739,-2.3548999999999998,-0.62,2019-10-16,2019-10-17,2019-10-15
000027.SZA,0.3159,-2.3550999999999997,2.67,2019-04-16,2019-04-17,2019-04-13
300477.SZA,-1.3485000000000005,-2.3595,1.01,2018-04-10,2018-04-11,2018-04-09
000988.SZA,-4.1795,-2.3604999999999996,-1.82,2019-10-15,2019-10-16,2019-10-14
300416.SZA,-4.1914,-2.3623999999999996,-1.83,2019-01-30,2019-01-31,2019-01-29
002313.SZA,-4.5424,-2.3833999999999995,-2.16,2018-08-29,2018-08-30,2018-08-28
601366.SHA,-1.2515999999999998,-2.3926,1.1400000000000001,2019-12-06,2019-12-09,2019-12-05
002587.SZA,-2.8448,-2.3958,-0.45,2018-10-24,2018-10-25,2018-10-23
600683.SHA,-3.9536999999999995,-2.404699999999999,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-13
000636.SZA,-0.4161999999999999,-2.4071999999999996,1.9899999999999998,2019-01-31,2019-02-01,2019-01-30
300602.SZA,-1.4292,-2.4102,0.98,2019-02-28,2019-03-01,2019-02-27
300097.SZA,-2.4137,-2.4147,0.0,2018-02-02,2018-02-05,2018-02-01
688357.SHA,-2.4137,-2.4147,0.0,2019-10-30,2019-10-31,2019-10-29
002043.SZA,-1.0552,-2.4162,1.36,2019-04-02,2019-04-03,2019-03-30
900909.SHA,4.6818,-2.4191999999999996,7.1,2019-01-30,2019-01-31,2019-01-29
300578.SZA,4.6818,-2.4191999999999996,7.1,2019-03-29,2019-04-01,2019-03-28
300018.SZA,-2.1348,-2.4257999999999997,0.29000000000000004,2019-10-31,2019-11-01,2019-10-30
600569.SHA,-1.2539,-2.4349,1.18,2019-01-15,2019-01-16,2019-01-12
002576.SZA,-5.4168,-2.4378,-2.98,2019-04-24,2019-04-25,2019-04-23
002552.SZA,-0.20079999999999987,-2.4418,2.24,2018-10-31,2018-11-01,2018-10-30
000710.SZA,-8.6327,-2.4437,-6.1899999999999995,2019-05-06,2019-05-07,2019-04-30
300676.SZA,-1.4369,-2.4479,1.01,2018-04-10,2018-04-11,2018-04-09
002462.SZA,0.8680000000000001,-2.453,3.32,2018-07-12,2018-07-13,2018-07-11
300694.SZA,-3.0763,-2.4572999999999996,-0.62,2019-10-16,2019-10-17,2019-10-15
600209.SHA,-3.9570000000000007,-2.4680000000000004,-1.49,2019-01-28,2019-01-29,2019-01-25
600585.SHA,-2.6679,-2.4689,-0.19999999999999996,2018-04-11,2018-04-12,2018-04-10
300033.SZA,-2.7288,-2.4697999999999998,-0.26,2019-02-27,2019-02-28,2019-02-26
300497.SZA,-4.553100000000001,-2.4741000000000004,-2.08,2019-09-17,2019-09-18,2019-09-16
300475.SZA,-9.1882,-2.4792,-6.71,2019-04-30,2019-05-06,2019-04-27
000017.SZA,-4.0365,-2.4875,-1.5500000000000003,2018-10-16,2018-10-17,2018-10-13
002840.SZA,-3.2468,-2.4877999999999996,-0.76,2019-07-10,2019-07-11,2019-07-09
600596.SHA,-2.2281,-2.4891,0.26,2019-01-17,2019-01-18,2019-01-16
688268.SHA,-5.009399999999999,-2.4903999999999993,-2.52,2019-10-29,2019-10-30,2019-10-28
002091.SZA,0.0026000000000000467,-2.4983999999999997,2.5,2018-08-27,2018-08-28,2018-08-24
002459.SZA,0.0,-2.501,2.5,2018-08-27,2018-08-28,2018-08-24
300075.SZA,-1.4968,-2.5078,1.01,2018-04-10,2018-04-11,2018-04-09
300251.SZA,-1.5006,-2.5116,1.01,2018-04-10,2018-04-11,2018-04-09
000016.SZA,-3.1897,-2.5207,-0.6699999999999999,2018-04-17,2018-04-18,2018-04-14
002490.SZA,-6.2905999999999995,-2.5415999999999994,-3.75,2018-08-01,2018-08-02,2018-07-31
002491.SZA,-4.5794999999999995,-2.550499999999999,-2.0300000000000002,2018-10-23,2018-10-24,2018-10-22
002380.SZA,-4.2021,-2.5530999999999993,-1.6500000000000001,2018-04-26,2018-04-27,2018-04-25
